"id","camp_name","year","location","loc_cow","prim_meth","camp_orgs","camp_orgs_list","div_ethnicity","div_religion","EPR_GROUP","EPR_ID","PARTICIPATION","PRIMARY","CLAIM","SOURCES","NOTES","status","egip_participated","egip_claimed","egip_participated_claimed","statename","egip_groups_count","excl_groups_count","regaut_groups_count","discrim_groups_count","powerless_groups_count","egippop","exclpop","alonerule_groups_count","powershare_groups_count","alonerulepop","powersharepop","IFI","EFI","legippop","lexclpop","discrimpop","ldiscrimpop","powerlesspop","lpowerlesspop"
233,"Tupac Amaru Revolutionary Movement (MRTA) - Senderista Insurgency",1996,"Peru",135,0,1,"MRTA",1,0,"Whites/mestizos",13502000,1,1,0,"ACD2EPR","No further evidence shows any group joining late or leaving before conclusion","DOMINANT",1,0,0,"Peru",1,3,0,0,3,0.52,0.423,1,0,0.52,0,0.2704,0.132965,0.551431601272534,0.448568398727466,0,0,0.423,0.448568398727466
233,"Tupac Amaru Revolutionary Movement (MRTA) - Senderista Insurgency",1996,"Peru",135,0,1,"MRTA",1,0,"Indigenous People of the Andes",13501000,1,0,0,"ACD2EPR","No further evidence shows any group joining late or leaving before conclusion","POWERLESS",1,0,0,"Peru",1,3,0,0,3,0.52,0.423,1,0,0.52,0,0.2704,0.132965,0.551431601272534,0.448568398727466,0,0,0.423,0.448568398727466
234,"Tupamaros",1963,"Uruguay",165,0,1,"National Liberation Movement (MLN)",1,0,"Whites",16501000,1,1,0,"NAVCO2.1/EPR","","IRRELEVANT",0,0,0,"Uruguay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,"Tupamaros",1963,"Uruguay",165,0,1,"National Liberation Movement (MLN)",1,0,"Afrouroguayans",16502000,1,0,0,"NAVCO2.1/EPR","NAVCO codes as diverse, only two groups in country",NA,0,0,0,"Uruguay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,"Tutsi rebels",1990,"Rwanda",517,0,1,"Rwandan Patriotic Front (RPF)",0,0,"Tutsis ",51702000,1,1,1,"ACD2EPR","No further evidence of other ethnic groups","DISCRIMINATED",0,0,0,"Rwanda",1,1,0,1,0,0.84,0.15,1,0,0.84,0,0.7056,0.0225,0.848484848484849,0.151515151515152,0.15,0.151515151515152,0,0
236,"Tutsi supremacists",1991,"Burundi",516,0,1,"Tutsi army and paramilitary groups",0,1,"Tutsis",51602000,1,1,1,"ACD2EPR","No further evidence of other ethnic groups","SENIOR PARTNER",1,1,1,"Burundi",2,0,0,0,0,0.99,0,0,2,0,0.99,0.7421,0,1,0,0,0,0,0
237,"UNITA",1975,"Angola",540,0,2,"Uniao Nacional de Indepencia Total de Angola (UNITA), Frente Nacional de Liberacao de Angola (FNLA)",0,0,"Ovimbundu-Ovambo",54005000,1,1,0,"ACD2EPR","","DISCRIMINATED",0,0,0,"Angola",1,4,0,2,2,0.26,0.62,1,0,0.26,0,0.0676,0.1698,0.295454545454545,0.704545454545455,0.47,0.534090909090909,0.15,0.170454545454545
238,"Ukrainian rebellion",1945,"USSR",365,0,1,"UPA (also known as OUN or OUN-B; OUN-M was destroyed prior to 1945)",0,0,NA,NA,NA,NA,NA,NA,"USSR does not enter EPR until 1946",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,"Uruguay Anti-Military",1984,"Uruguay",165,1,10,"Colorado Party, Blanco Party, Frente Amplio (FA), Union Civica (UC), Democracia Avanzada, Plenario Intersindical de los Trabajadores (PIT), Confederacion Nacional de Trabajadores (CNT), Federacion de Estudiantes Universitarios, Multipartidaria,",0,0,"Whites",16501000,1,1,0,"NAVCO2.1","NAVCO codes as not diverse","IRRELEVANT",0,0,0,"Uruguay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,"Velvet Revolution",1989,"Czechoslovakia",315,1,11,"Civic Forum, Public Against Violence, Renewal party, Stream of Rebirth, Democratic Initiative, Slovak National Party, Democratic Party, Freedom Party, Movement for autonomous democracy, Green party, Romany party",1,1,"Czechs",31501000,1,1,0,"NAVCO2","","SENIOR PARTNER",1,0,0,"Czechoslovakia",2,2,0,1,1,0.933,0.067,0,2,0,0.933,0.485489,0.002357,0.933,0.067,0.026,0.026,0.041,0.041
240,"Velvet Revolution",1989,"Czechoslovakia",315,1,11,"Civic Forum, Public Against Violence, Renewal party, Stream of Rebirth, Democratic Initiative, Slovak National Party, Democratic Party, Freedom Party, Movement for autonomous democracy, Green party, Romany party",1,1,"Slovaks",31502000,1,0,0,"NAVCO2","","JUNIOR PARTNER",1,0,0,"Czechoslovakia",2,2,0,1,1,0.933,0.067,0,2,0,0.933,0.485489,0.002357,0.933,0.067,0.026,0.026,0.041,0.041
241,"Watusi",1961,"Rwanda",517,0,1,"exiled Tutsi guerrilla fighters)",0,0,NA,NA,NA,NA,NA,"EPR","EPR begins in 1962 for Rwanda",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"West Papuan self-determination campaign",1964,"Indonesia",850,0,1,"Free Papua Movement = Organisasi Papua Merdeka (OPM)",0,0,"Papuans",85013000,1,1,1,"ACD2EPR","","DISCRIMINATED",0,0,0,"Indonesia",1,14,0,2,12,0.45,0.3173,1,0,0.45,0,0.2025,0.02175109,0.58647204483253,0.41352795516747,0.0282,0.0367522481428385,0.2891,0.376775707024632
243,"Western Sahara Freedom Movement (POLISARIO)",1975,"Western Sahara",NA,0,1,"Frente Popular para la Liberaci√≥n de Saguia el-Hamra y R√≠o de Oro (POLISARIO)",0,0,"Sahrawis",NA,1,1,1,"EPR","Sahrawis do not enter EPR until 1976",NA,0,0,0,"Vietnam, Democratic Republic of",1,1,0,0,1,0.794507,0.0101729,1,0,0.794507,0,0.631241373049,0.00010348789441,0.902890304249305,0.0115606442436602,0,0,0.0101729,0.0115606442436602
244,"Yahya Family revolt",1948,"Yemen",679,0,1,"Amir Ahmad's supporters",0,0,"Zaydis",67802100,1,1,0,"WCRWWA","Ahmad bin Yahya was Zaydi: https://en.wikipedia.org/wiki/Ahmad_bin_Yahya","DOMINANT",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,"Yemen leftists",1986,"Yemen People's Republic",680,0,1,"Supporters of Abd al-Fattah Ismail",0,0,"Southern Yemenis",68001000,1,1,0,"EPR","","IRRELEVANT",0,0,0,"Yemen, People's Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,"Yemeni insurgency",1955,"Yemen",679,0,2,"South Arabian League (SAL), United National Front (UNF)",1,1,"COL",NA,NA,NA,NA,"Colonial","",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,"Yugoslavia student protests",1968,"Yugoslavia",345,1,1,"The Yugoslav Student Federation, University Union of Students, Students Action Committee",1,0,"Serbs",34501000,1,1,0,"NAVCO 2.1","Applied to Serbs, Croats, Bosnians, and Slovenes based on locations of protests in Belgrade, Zaghreb, Sarajevo, and Ljubliana","SENIOR PARTNER",1,0,0,"Yugoslavia",6,2,0,0,2,0.82,0.11,0,6,0,0.82,0.19,0.0085,0.881720430107527,0.118279569892473,0,0,0.11,0.118279569892473
247,"Yugoslavia student protests",1968,"Yugoslavia",345,1,1,"The Yugoslav Student Federation, University Union of Students, Students Action Committee",1,0,"Croats",34502000,1,0,0,"NAVCO 2.1","Applied to Serbs, Croats, Bosnians, and Slovenes based on locations of protests in Belgrade, Zaghreb, Sarajevo, and Ljubliana","SENIOR PARTNER",1,0,0,"Yugoslavia",6,2,0,0,2,0.82,0.11,0,6,0,0.82,0.19,0.0085,0.881720430107527,0.118279569892473,0,0,0.11,0.118279569892473
247,"Yugoslavia student protests",1968,"Yugoslavia",345,1,1,"The Yugoslav Student Federation, University Union of Students, Students Action Committee",1,0,"Bosniaks",34504000,1,0,0,"NAVCO 2.1","Applied to Serbs, Croats, Bosnians, and Slovenes based on locations of protests in Belgrade, Zaghreb, Sarajevo, and Ljubliana","SENIOR PARTNER",1,0,0,"Yugoslavia",6,2,0,0,2,0.82,0.11,0,6,0,0.82,0.19,0.0085,0.881720430107527,0.118279569892473,0,0,0.11,0.118279569892473
247,"Yugoslavia student protests",1968,"Yugoslavia",345,1,1,"The Yugoslav Student Federation, University Union of Students, Students Action Committee",1,0,"Slovenes",34507000,1,0,0,"NAVCO 2.1","Applied to Serbs, Croats, Bosnians, and Slovenes based on locations of protests in Belgrade, Zaghreb, Sarajevo, and Ljubliana","SENIOR PARTNER",1,0,0,"Yugoslavia",6,2,0,0,2,0.82,0.11,0,6,0,0.82,0.19,0.0085,0.881720430107527,0.118279569892473,0,0,0.11,0.118279569892473
248,"Zambia Anti-Single Party",1990,"Zambia",551,1,1,"The Movement for Multiparty Democracy",1,1,"Bemba speakers",55101000,1,1,0,"WCRWWA","","SENIOR PARTNER",1,0,0,"Zambia",7,0,0,0,0,1,0,0,7,0,1,0.2974,0,1,0,0,0,0,0
248,"Zambia Anti-Single Party",1990,"Zambia",551,1,1,"The Movement for Multiparty Democracy",1,1,"Kaonde (NW Province)",55102000,1,0,0,"WCRWWA","","JUNIOR PARTNER",1,0,0,"Zambia",7,0,0,0,0,1,0,0,7,0,1,0.2974,0,1,0,0,0,0,0
248,"Zambia Anti-Single Party",1990,"Zambia",551,1,1,"The Movement for Multiparty Democracy",1,1,"Lozi (Barotse)",55103000,1,0,0,"WCRWWA","","JUNIOR PARTNER",1,0,0,"Zambia",7,0,0,0,0,1,0,0,7,0,1,0.2974,0,1,0,0,0,0,0
248,"Zambia Anti-Single Party",1990,"Zambia",551,1,1,"The Movement for Multiparty Democracy",1,1,"Lunda (NW Province)",55104000,1,0,0,"WCRWWA","","JUNIOR PARTNER",1,0,0,"Zambia",7,0,0,0,0,1,0,0,7,0,1,0.2974,0,1,0,0,0,0,0
248,"Zambia Anti-Single Party",1990,"Zambia",551,1,1,"The Movement for Multiparty Democracy",1,1,"Luvale (NW Province)",55105000,1,0,0,"WCRWWA","","JUNIOR PARTNER",1,0,0,"Zambia",7,0,0,0,0,1,0,0,7,0,1,0.2974,0,1,0,0,0,0,0
248,"Zambia Anti-Single Party",1990,"Zambia",551,1,1,"The Movement for Multiparty Democracy",1,1,"Nyanja speakers (Easterners)",55106000,1,0,0,"WCRWWA","","SENIOR PARTNER",1,0,0,"Zambia",7,0,0,0,0,1,0,0,7,0,1,0.2974,0,1,0,0,0,0,0
248,"Zambia Anti-Single Party",1990,"Zambia",551,1,1,"The Movement for Multiparty Democracy",1,1,"Tonga-Ila-Lenje (Southerners)",55107000,1,0,0,"WCRWWA","","SENIOR PARTNER",1,0,0,"Zambia",7,0,0,0,0,1,0,0,7,0,1,0.2974,0,1,0,0,0,0,0
249,"Zambia Anti-occupation",1960,"Zambia",551,1,2,"Zambian African National Congress
 United National Independence Party",1,1,"COL",NA,NA,NA,NA,"Colonial","",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,"Zimbabwe African People's Union",1974,"Zimbabwe",552,0,4,"Zimbabwe African People's Union (ZAPU), Zimbabwe African National Union (ZANU), Front for the Liberation of Zimbabwe (FROLIZI), United African National Council (UANC)",1,0,"Africans",55201000,1,1,1,"ACD2EPR","EPR combines ethnic groups into just Africans and Europeans during this time","DISCRIMINATED",0,0,0,"Zimbabwe (Rhodesia)",1,1,0,1,0,0.03,0.97,1,0,0.03,0,9e-04,0.9409,0.03,0.97,0.97,0.97,0,0
251,"Kurdish rebellion (Turkey)",1978,"Turkey",640,0,1,"PKK",0,0,"Kurds",64001000,1,1,1,"ACD2EPR;NAVCO","","DISCRIMINATED",0,0,0,"Turkey (Ottoman Empire)",1,2,0,2,0,0.75,0.1866,1,0,0.75,0,0.5625,0.03244356,0.800768737988469,0.199231262011531,0.1866,0.199231262011531,0,0
252,"anti-coup Venezuelan campaign",2002,"Venezuela",101,1,1,"Bolivarian Circles",0,0,"Whites/Mestizos",10101000,1,1,0,"EPR, GrowUp,WCRWWA","NAVCO cidvers_eth coded as 0 being not ethnically diverse. ","DOMINANT",1,0,0,"Venezuela",1,2,0,0,2,0.848,0.152,1,0,0.848,0,0.719104,0.016354,0.848,0.152,0,0,0.152,0.152
253,"Anti-Ceaucescu Movement",1987,"Romania",360,1,1,"Frontul Salvarii Nationale (National Salvation Front)",0,0,"Romanians",36001000,1,1,0,"WCRWWA","While EPR and GrowUp list Romania as having representatives in its country for Hungarians, Roma, and Germans, EPR lists them as powerless/irrelevent and there is no ethnic claims for Hungarians that can be found. As such, Rule 2 was followed and Romanians being the dominant ethnic group were coded.","DOMINANT",1,0,0,"Rumania",1,3,0,3,0,0.895,0.093,1,0,0.895,0,0.801025,0.004985,0.90587044534413,0.0941295546558704,0.093,0.0941295546558704,0,0
254,"Aruba Pro-Independence Campaign",1977,"Aruba",NA,1,2,"Aruba Independence Party
 Electoral Movement of the People",0,0,NA,NA,NA,NA,NA,NA,"Not in EPR",NA,0,0,0,"Vietnam, Democratic Republic of",1,9,0,9,0,0.781,0.101,1,0,0.781,0,0.609961,0.001291,0.885487528344671,0.114512471655329,0.101,0.114512471655329,0,0
255,"Anti-King Hamad Campaign",2011,"Bahrain",692,1,5,"Waâ€™ad Liberal Opposition
 
 Al WeFaq
 
 National Democratic Society
 
 Islamic National Accord Association
 
 General Federation of Bahrain Trade Unions",0,1,"Shi'a Arabs",69202000,1,1,0,"GrowUp, Wikipedia, Guardian, Army West Point","NAVCO cdivers_eth coded as 0 being non ethnically diverse. However, evidence points to at least two ethnic groups within the state being shi'a and sunni arabs. Further research on websites such as wikipedia, the Guardian, and articles from the Combating Terrorism Center at West Point discuss ethnic claims by Shi'a rebels against Sunni Monarchical elites as well as some Sunni Arabs supporting the uprising. As such, they were included and rule 3 was followed","DISCRIMINATED",1,0,0,"Bahrain",1,1,0,1,0,0.15,0.35,1,0,0.15,0,0.0225,0.1225,0.3,0.7,0.35,0.7,0,0
255,"Anti-King Hamad Campaign",2011,"Bahrain",692,1,5,"Waâ€™ad Liberal Opposition
 
 Al WeFaq
 
 National Democratic Society
 
 Islamic National Accord Association
 
 General Federation of Bahrain Trade Unions",0,1,"Sunni Arab",69201000,1,0,0,"GrowUp, Wikipedia, Guardian, Army West Point","NAVCO cdivers_eth coded as 0 being non ethnically diverse. However, evidence points to at least two ethnic groups within the state being shi'a and sunni arabs. Further research on websites such as wikipedia, the Guardian, and articles from the Combating Terrorism Center at West Point discuss ethnic claims by Shi'a rebels against Sunni Monarchical elites as well as some Sunni Arabs supporting the uprising. As such, they were included and rule 3 was followed","MONOPOLY",1,0,0,"Bahrain",1,1,0,1,0,0.15,0.35,1,0,0.15,0,0.0225,0.1225,0.3,0.7,0.35,0.7,0,0
256,"Southern Yemen Secessionist Movement",2007,"Yemen",679,1,1,"Retired Army Association",0,0,"Southern Shafi'i",67807000,1,1,0,"GrowUp, BBC, Human Rights Watch","NAVCO cdivers_eth is coded as 0. Further research on Human Rights Watch, BBC, and Al Jazeera concerning the matter identified the movement as Southern Yemeni attempting to secede from the political dominant North. Overall there was no evidence of ethnic claims and instead seemed geography based. As such, rule 2 was followed.","JUNIOR PARTNER",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,"Anti-Sanchez de Lozada Campaign",2003,"Bolivia",145,1,5,"Movimiento al Socialismo
 National Coordination for the Defense of Gas
 Bolivian Labor Federation
 El Alto Regional Labor Federation
 Santa Cruz Departmental Labor Federation",1,0,"Aymara",14505000,1,1,0,"Wikipedia, NACLA, WPR"," The Bolivian Gas Riots from research does not seem to have an ethnic claim. However, the Movimiento al Socialismo in Bolivia tends to have a high number of Aymara representatives and articles on the subject discuss Aymara as being the predominant victims of the regime and the riot attacks. As such they were coded as ""initiator"" though I don't know if that necessarily applies or not.","POWERLESS",1,0,0,"Bolivia",1,3,0,0,3,0.41,0.59,1,0,0.41,0,0.1681,0.1595,0.41,0.59,0,0,0.59,0.59
257,"Anti-Sanchez de Lozada Campaign",2003,"Bolivia",145,1,5,"Movimiento al Socialismo
 National Coordination for the Defense of Gas
 Bolivian Labor Federation
 El Alto Regional Labor Federation
 Santa Cruz Departmental Labor Federation",1,0,"Quechua",14503000,1,0,0,"Wikipedia, NACLA, WPR"," The Bolivian Gas Riots from research does not seem to have an ethnic claim. However, the Movimiento al Socialismo in Bolivia tends to have a high number of Aymara representatives and articles on the subject discuss Aymara as being the predominant victims of the regime and the riot attacks. As such they were coded as ""initiator"" though I don't know if that necessarily applies or not.","POWERLESS",1,0,0,"Bolivia",1,3,0,0,3,0.41,0.59,1,0,0.41,0,0.1681,0.1595,0.41,0.59,0,0,0.59,0.59
257,"Anti-Sanchez de Lozada Campaign",2003,"Bolivia",145,1,5,"Movimiento al Socialismo
 National Coordination for the Defense of Gas
 Bolivian Labor Federation
 El Alto Regional Labor Federation
 Santa Cruz Departmental Labor Federation",1,0,"Whites/mestizos",14504000,1,0,0,"Wikipedia, NACLA, WPR"," The Bolivian Gas Riots from research does not seem to have an ethnic claim. However, the Movimiento al Socialismo in Bolivia tends to have a high number of Aymara representatives and articles on the subject discuss Aymara as being the predominant victims of the regime and the riot attacks. As such they were coded as ""initiator"" though I don't know if that necessarily applies or not.","DOMINANT",1,0,0,"Bolivia",1,3,0,0,3,0.41,0.59,1,0,0.41,0,0.1681,0.1595,0.41,0.59,0,0,0.59,0.59
257,"Anti-Sanchez de Lozada Campaign",2003,"Bolivia",145,1,5,"Movimiento al Socialismo
 National Coordination for the Defense of Gas
 Bolivian Labor Federation
 El Alto Regional Labor Federation
 Santa Cruz Departmental Labor Federation",1,0,"Guaran�_ and other eastern indigenous groups",14506000,1,0,0,"Wikipedia, NACLA, WPR"," The Bolivian Gas Riots from research does not seem to have an ethnic claim. However, the Movimiento al Socialismo in Bolivia tends to have a high number of Aymara representatives and articles on the subject discuss Aymara as being the predominant victims of the regime and the riot attacks. As such they were coded as ""initiator"" though I don't know if that necessarily applies or not.","POWERLESS",1,0,0,"Bolivia",1,3,0,0,3,0.41,0.59,1,0,0.41,0,0.1681,0.1595,0.41,0.59,0,0,0.59,0.59
258,"al-Houthi Rebellion",2004,"Yemen",679,0,1,"The Believing Youth",0,0,"Northern Zaydis",67805000,1,1,1,"Global Voices, Brookings, Freeman 2009, Washington Institute, Al Jazeera","NAVCO codes the conflict as 0 on cdivers_eth. However, further research has pointed to involvement, not only by the Zaydis who take on the lion's share of the organization, but Sunnis as well. The Global Voices piece in particular highlights this. As such, I followed rule 3.","SENIOR PARTNER",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,"al-Houthi Rebellion",2004,"Yemen",679,0,1,"The Believing Youth",0,0,"Northern Shafi'i",67806000,1,0,0,"Global Voices, Brookings, Freeman 2009, Washington Institute, Al Jazeera","NAVCO codes the conflict as 0 on cdivers_eth. However, further research has pointed to involvement, not only by the Zaydis who take on the lion's share of the organization, but Sunnis as well. The Global Voices piece in particular highlights this. As such, I followed rule 3.","JUNIOR PARTNER",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,"NCCOP Pro-Democracy Movement",1991,"Cameroon",471,1,3,"NCCOP umbrella composed of:
 SDF
 National Union for Democracy and Progress (UNDP)
 Union des Populations du Cameroun (UPC)",0,0,"Bamileke",47101000,1,1,0,"Swarthmore Database; Washington Post; Human Rights Watch","This speaks to protests that occurred in Cameroon when President Biya loosened restrictions on opposition parties. While there were some evidence of ethnic tensions in the past and was even mentioned in a few of the sources, this does not seem to be the case. The only one can be ruled out is the senior partner in the Beti people. As such, I chose the primary junior partner in the protests, the Bamileke people. Though I admit this may not be the best representation.","JUNIOR PARTNER",1,0,0,"Cameroon",6,0,0,0,0,0.85,0,0,6,0,0.85,0.1417,0,1,0,0,0,0,0
260,"Djibouti Arab Spring",2011,"Djibouti",522,1,4,"LDDH",0,0,"Afar",52202000,1,1,0,"Refworld, Jamestown Foundation","While Djibouti is predominantly in contention between the dominant Isaa and junior partner Afar people, the Arab Spring in Djibouti was not lead by the ethnic Afar group FRUD and was instead lead by the LDDH. As such it did not seem to have an ethnic claim attached to it. It happened that the Isaas are in control and the majority looking to overthrow were Afar. ","JUNIOR PARTNER",1,0,0,"Djibouti",2,0,0,0,0,0.91,0,0,2,0,0.91,0.4321,0,1,0,0,0,0,0
261,"Rebellion of the Forajidos",2005,"Ecuador",130,1,1,"Social Christian Party",0,0,"Whites/Mestizos",13002000,1,1,0,"Swarthmore Global Nonviolent Action Database, Manchester College Nonviolent Social Change, Wikipedia","A nonviolent resistance to oust the President, Gutierrez from power. No evidence of ethnic claims were made. As such, Rule 2 was followed.","DOMINANT",1,0,0,"Ecuador",1,3,0,0,3,0.81,0.19,1,0,0.81,0,0.6561,0.0173,0.81,0.19,0,0,0.19,0.19
262,"Anti-Morsi Protests",2013,"Egypt",651,1,3,"Tamorad
 Strong Party Egypt
 National Salvation Front (NSF)",0,0,"Arab Muslims",65101000,1,1,0,"GrowUp, Egypt Independent, CNN, USA Today, World Bulletin","This was the Egyptian Coup that saw Morsi and the Muslim Brotherhood removed from power. NAVCO listed the cdivers_eth as 0, EPR has arab muslims listed as monopoly, and all subsequent research did not point to any ethnic claims. As such, rule 2 was followed","MONOPOLY",1,0,0,"Egypt",1,1,0,0,1,0.91,0.09,1,0,0.91,0,0.8281,0.0081,0.91,0.09,0,0,0.09,0.09
263,"Indo-Fijian Anti-Coup Campaign",1987,"Fiji",950,1,2,"Fiji Labour Party (FLP) - National Federation Party (NFP) Coalition
 Fiji Freedom Fighters",0,0,"Fijians",95001000,1,1,1,"New York Times; Global Security; Knapman 1991","This conflict speaks to a coup held by native Fijians over historically led Indian/Britains. It is stated that the revolutions had members from both ethnic groups, however, Fijians made an ethnic claim while Indians did not.","SENIOR PARTNER",1,1,1,"Fiji",2,0,0,0,0,0.94,0,0,2,0,0.94,0.445,0,1,0,0,0,0,0
263,"Indo-Fijian Anti-Coup Campaign",1987,"Fiji",950,1,2,"Fiji Labour Party (FLP) - National Federation Party (NFP) Coalition
 Fiji Freedom Fighters",0,0,"Indians",77504000,1,0,0,"New York Times; Global Security; Knapman 1990","This conflict speaks to a coup held by native Fijians over historically led Indian/Britains. It is stated that the revolutions had members from both ethnic groups, however, Fijians made an ethnic claim while Indians did not.","DISCRIMINATED",1,1,1,"Fiji",2,0,0,0,0,0.94,0,0,2,0,0.94,0.445,0,1,0,0,0,0,0
264,"Anti-Chaudry Campaign",2000,"Fiji",950,1,1,"Taukei Movement",0,0,"Fijians",95001000,1,1,1,"Radio New Zealand; GROWup; The Guardian; Fiji Sun","Research into the coup points to a specifically Fijian nationalist sentiment by those instituting the coup which was also sparked by a potential scare due to land reform bills potentially taking land ownership rights away from native Fijians. As such, rule 2 was followed with an ethnic claim.","JUNIOR PARTNER",1,1,1,"Fiji",2,0,0,0,0,0.93,0,0,2,0,0.93,0.4409,0,1,0,0,0,0,0
266,"Frente Nacionalæde Resistencia Popular (FNRP)",2009,"Honduras",91,1,1,"National Front of Popular Resistance (FNRP)",0,1,"Whites/mestizos",9106000,1,1,0,"Reuters; Al Jazeera; BBC","This conflict is the 2009 Honduran Coup that ousted President Manuel Zelaya. There was no signs of involvement by the indegenous groups or Garifuni. As such, rule 2 was followed with no ethnic claim.","MONOPOLY",1,0,0,"Honduras",1,2,0,0,2,0.91,0.087,1,0,0.91,0,0.8281,0.005525,0.912738214643932,0.0872617853560682,0,0,0.087,0.0872617853560682
267,"Anti-Indira Campaign",1974,"India",750,1,2,"â€˜Nav Nirmanâ€™ (organization for regrowth) created
 Chatra Sangharsh Samiti (CSS)",0,0,"Gujarati (non-SC/ST/OBCs)",75004000,1,1,0,"New York Times; Wikipedia; Guha 2007","","JUNIOR PARTNER",1,0,0,"India",14,6,0,0,6,0.9559,0.0115,0,14,0,0.9559,0.12975045,3.125e-05,0.988112466404796,0.0118875335952036,0,0,0.0115,0.0118875335952036
268,"Anti-Habibie Student Protests",1999,"Indonesia",850,1,8,"Youth Nationalist Union
 Surakarta People's Struggle Front
 National Student League, the People's Democratic Party (PRD) and the Front of Megawai Defenders
 Joint Action of Surakarta People, a coalition which includes the Indonesian Nationalist Students Movement and the Islamic Students Association",0,0,"Javanese",85008000,1,1,0,"Indonesia Digest; AP News; New York Times","This student protest occurred as part of the overarching conflict that would see the removal of Suharto from power. While cdivers_eth scores this as a 0 there is evidence of Chinese protesters with an ethnic claim due to their targeting as well as from majority ethnic groups as well. As such they were both included with one ethnic claim","DOMINANT",1,0,0,"Indonesia",1,11,0,1,10,0.45,0.3218,1,0,0.45,0,0.2025,0.02242762,0.561938061938062,0.401848151848152,0.02,0.024975024975025,0.3018,0.376873126873127
268,"Anti-Habibie Student Protests",1999,"Indonesia",850,1,8,"Youth Nationalist Union
 Surakarta People's Struggle Front
 National Student League, the People's Democratic Party (PRD) and the Front of Megawai Defenders
 Joint Action of Surakarta People, a coalition which includes the Indonesian Nationalist Students Movement and the Islamic Students Association",0,0,"Chinese (Han)",85005000,1,0,1,"Indonesia Digest; AP News; New York Times","This student protest occurred as part of the overarching conflict that would see the removal of Suharto from power. While cdivers_eth scores this as a 0 there is evidence of Chinese protesters with an ethnic claim due to their targeting as well as from majority ethnic groups as well. As such they were both included with one ethnic claim","DISCRIMINATED",1,0,0,"Indonesia",1,11,0,1,10,0.45,0.3218,1,0,0.45,0,0.2025,0.02242762,0.561938061938062,0.401848151848152,0.02,0.024975024975025,0.3018,0.376873126873127
269,"Kyrgyz Second Revolution",2010,"Kyrgyzstan",703,1,0,"",-99,-99,"Kyrgyz",70301000,1,1,0,"https://en.wikipedia.org/wiki/Kyrgyz_Revolution_of_2010","Leaders of opposition movement were Kyrgyz.","DOMINANT",1,0,0,"Kyrgyz Republic",1,3,0,0,3,0.649,0.273,1,0,0.649,0,0.421201,0.034769,0.703904555314534,0.296095444685466,0,0,0.273,0.296095444685466
269,"Kyrgyz Second Revolution",2010,"Kyrgyzstan",703,1,0,"",-99,-99,"Uzbeks",70305000,1,0,0,"https://www.usip.org/publications/2020/10/kyrgyzstan-its-easier-start-revolution-finish-it","Uzbek leaders joined protest In hope that political change would bring greater power.","POWERLESS",1,0,0,"Kyrgyz Republic",1,3,0,0,3,0.649,0.273,1,0,0.649,0,0.421201,0.034769,0.703904555314534,0.296095444685466,0,0,0.273,0.296095444685466
270,"Libyan Civil War",2011,"Libya",620,0,1,"National Transitional Council",1,0,"Arabs",62001000,1,1,0,"EPR, ACD2EPR, GrowUp","EPR listed four ethnic groups involved in the Libyan Civil war Arabs, Berbers, Tuareg, and Toubou. However, the only ones listed in ACD2EPR are Arabs with the claim being 0 and recruitment/support coded as ""2"" that both sides recruited ethnic groups into their fold. As such, claims were coded as 0, all ethnic groups were listed, and rule 4 was used.","MONOPOLY",1,0,0,"Libya",1,3,0,3,0,0.844,0.156,1,0,0.844,0,0.712336,0.012536,0.844,0.156,0.156,0.156,0,0
