"id","camp_name","year","location","loc_cow","prim_meth","camp_orgs","camp_orgs_list","div_ethnicity","div_religion","EPR_GROUP","EPR_ID","PARTICIPATION","PRIMARY","CLAIM","SOURCES","NOTES","status","egip_participated","egip_claimed","egip_participated_claimed","statename","egip_groups_count","excl_groups_count","regaut_groups_count","discrim_groups_count","powerless_groups_count","egippop","exclpop","alonerule_groups_count","powershare_groups_count","alonerulepop","powersharepop","IFI","EFI","legippop","lexclpop","discrimpop","ldiscrimpop","powerlesspop","lpowerlesspop"
270,"Libyan Civil War",2011,"Libya",620,0,1,"National Transitional Council",1,0,"Toubou",62002000,1,0,0,"EPR, ACD2EPR, GrowUp","EPR listed four ethnic groups involved in the Libyan Civil war Arabs, Berbers, Tuareg, and Toubou. However, the only ones listed in ACD2EPR are Arabs with the claim being 0 and recruitment/support coded as ""2"" that both sides recruited ethnic groups into their fold. As such, claims were coded as 0, all ethnic groups were listed, and rule 4 was used.","DISCRIMINATED",1,0,0,"Libya",1,3,0,3,0,0.844,0.156,1,0,0.844,0,0.712336,0.012536,0.844,0.156,0.156,0.156,0,0
270,"Libyan Civil War",2011,"Libya",620,0,1,"National Transitional Council",1,0,"Berbers",62005000,1,0,0,"EPR, ACD2EPR, GrowUp","EPR listed four ethnic groups involved in the Libyan Civil war Arabs, Berbers, Tuareg, and Toubou. However, the only ones listed in ACD2EPR are Arabs with the claim being 0 and recruitment/support coded as ""2"" that both sides recruited ethnic groups into their fold. As such, claims were coded as 0, all ethnic groups were listed, and rule 4 was used.","DISCRIMINATED",1,0,0,"Libya",1,3,0,3,0,0.844,0.156,1,0,0.844,0,0.712336,0.012536,0.844,0.156,0.156,0.156,0,0
270,"Libyan Civil War",2011,"Libya",620,0,1,"National Transitional Council",1,0,"Tuareg",62006000,1,0,0,"EPR, ACD2EPR, GrowUp","EPR listed four ethnic groups involved in the Libyan Civil war Arabs, Berbers, Tuareg, and Toubou. However, the only ones listed in ACD2EPR are Arabs with the claim being 0 and recruitment/support coded as ""2"" that both sides recruited ethnic groups into their fold. As such, claims were coded as 0, all ethnic groups were listed, and rule 4 was used.","DISCRIMINATED",1,0,0,"Libya",1,3,0,3,0,0.844,0.156,1,0,0.844,0,0.712336,0.012536,0.844,0.156,0.156,0.156,0,0
271,"Anti-Tsiranana Campaign",1972,"Madagascar",580,1,0,"No formal groups found.",0,0,"Cotiers",58001000,1,1,0,"Radio France; Wikipedia","I wasn't able to find a lot on this. So I had to rely on a poorly translated article from French and the Wikipedia page. However the protest mainly seems to be a student protest with not ethnic claims. ","DOMINANT",1,0,0,"Madagascar (Malagasy)",1,1,0,0,1,0.479,0.395,1,0,0.479,0,0.229441,0.156025,0.548054919908467,0.451945080091533,0,0,0.395,0.451945080091533
272,"Anti-Ravalomanana Movement",2009,"Madagascar",580,1,1,"",0,0,"Cotiers",58001000,1,1,0,"Yahoo News; NY Times; Foreign Affairs; Human Rights Watch","Both groups are labeled as ""irrelevent"" in EPR and there does not seem to be any ethnic conflict.  I coded them both as I would with an homogenous group and cited rule 5.","IRRELEVANT",0,0,0,"Madagascar (Malagasy)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,"Anti-Ravalomanana Movement",2009,"Madagascar",580,1,1,"",0,0,"Highlanders",58002000,1,0,0,"Yahoo News; NY Times; Foreign Affairs; Human Rights Watch","Both groups are labeled as ""irrelevent"" in EPR and there does not seem to be any ethnic conflict.  I coded them both as I would with an homogenous group and cited rule 5.","IRRELEVANT",0,0,0,"Madagascar (Malagasy)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,"Saffron Revolution",2007,"Myanmar",775,1,3,"â€™88 Generation 
 All Burma Monks Alliance 
 Democratic Voice of Burma",0,0,"Bamar (Barman)",77501000,1,1,0,"BBC; Norway Post; The Guardian; Pakistan News; The Times; Amnesty International","The Saffron Revolution speaks to political reform and calls for democracy then an ethnic conflict. It seems to be created by the ethnically major group Barmans. While there was evidence that Chins and Shan were affected by the revolution, they did not join or participate in the protests. Instead they fled to India. As such, I kept it as only one ethnic group participation with no ethnic cliam.","DOMINANT",1,0,0,"Myanmar (Burma)",1,11,0,4,1,0.68,0.307,1,0,0.68,0,0.4624,0.015311,0.688956433637285,0.311043566362715,0.074,0.0749746707193516,0.002,0.00202634245187437
274,"Maoist Anti-Government Protests",2010,"Nepal",790,1,1,"Maoists",1,0,"High Caste Hindu Elite",79001000,1,1,0,"New York Times; Wall Street Journal; Wikipedia; Swarthmore","Four groups involved in Maoists: High caste hindus, Janajati, Madhesi, and Dalit. While includes higher representation of majorities than other groups, at thispoint high caste hindu a plurality of Maoists, therefore coded as initiator","SENIOR PARTNER",1,0,0,"Nepal",3,3,0,0,3,0.49,0.5,0,3,0,0.49,0.1141,0.1202,0.494949494949495,0.505050505050505,0,0,0.5,0.505050505050505
274,"Maoist Anti-Government Protests",2010,"Nepal",790,1,1,"Maoists",1,0,"Adibasi Janajati",79002000,1,0,0,"New York Times; Wall Street Journal; Wikipedia; Swarthmore","Four groups involved in Maoists: High caste hindus, Janajati, Madhesi, and Dalit. While includes higher representation of majorities than other groups, at thispoint high caste hindu a plurality of Maoists, therefore coded as initiator","POWERLESS",1,0,0,"Nepal",3,3,0,0,3,0.49,0.5,0,3,0,0.49,0.1141,0.1202,0.494949494949495,0.505050505050505,0,0,0.5,0.505050505050505
274,"Maoist Anti-Government Protests",2010,"Nepal",790,1,1,"Maoists",1,0,"Dalits",79004000,1,0,0,"New York Times; Wall Street Journal; Wikipedia; Swarthmore","Four groups involved in Maoists: High caste hindus, Janajati, Madhesi, and Dalit. While includes higher representation of majorities than other groups, at thispoint high caste hindu a plurality of Maoists, therefore coded as initiator","POWERLESS",1,0,0,"Nepal",3,3,0,0,3,0.49,0.5,0,3,0,0.49,0.1141,0.1202,0.494949494949495,0.505050505050505,0,0,0.5,0.505050505050505
274,"Maoist Anti-Government Protests",2010,"Nepal",790,1,1,"Maoists",1,0,"Madhesi",79005000,1,0,0,"New York Times; Wall Street Journal; Wikipedia; Swarthmore","Four groups involved in Maoists: High caste hindus, Janajati, Madhesi, and Dalit. While includes higher representation of majorities than other groups, at thispoint high caste hindu a plurality of Maoists, therefore coded as initiator","JUNIOR PARTNER",1,0,0,"Nepal",3,3,0,0,3,0.49,0.5,0,3,0,0.49,0.1141,0.1202,0.494949494949495,0.505050505050505,0,0,0.5,0.505050505050505
276,"Anti-Somoza Strikes",1978,"Nicaragua",93,1,3,"Roman Catholic Church
 Broad Opposition Front
 National Liberation Front",1,1,"Whites/mestizos",9301000,1,1,0,"EPR; Heritage Foundation; PRIO; Uppsala","While there was evidence of involvement from whites, afronicaraguans, and Miskitos it evidence suggests the initiator of the fight was the whites with no ethnic claim. However, a member of the group, the Mistikos was perceuted and fought with them on ethnic grounds. As such, whites were given the initiator point and a claim was given to the Miskitos. There was no evidence of Sumu involvement.","MONOPOLY",1,0,0,"Nicaragua",1,3,0,0,3,0.86,0.127,1,0,0.86,0,0.7396,0.009329,0.871327254305978,0.128672745694022,0,0,0.127,0.128672745694022
276,"Anti-Somoza Strikes",1978,"Nicaragua",93,1,3,"Roman Catholic Church
 Broad Opposition Front
 National Liberation Front",1,1,"Afronicaraguans",9302000,1,0,0,"EPR; Heritage Foundation; PRIO; Uppsala","While there was evidence of involvement from whites, afronicaraguans, and Miskitos it evidence suggests the initiator of the fight was the whites with no ethnic claim. However, a member of the group, the Mistikos was perceuted and fought with them on ethnic grounds. As such, whites were given the initiator point and a claim was given to the Miskitos. There was no evidence of Sumu involvement.","POWERLESS",1,0,0,"Nicaragua",1,3,0,0,3,0.86,0.127,1,0,0.86,0,0.7396,0.009329,0.871327254305978,0.128672745694022,0,0,0.127,0.128672745694022
276,"Anti-Somoza Strikes",1978,"Nicaragua",93,1,3,"Roman Catholic Church
 Broad Opposition Front
 National Liberation Front",1,1,"Miskitos",9303000,1,0,1,"EPR; Heritage Foundation; PRIO; Uppsala","While there was evidence of involvement from whites, afronicaraguans, and Miskitos it evidence suggests the initiator of the fight was the whites with no ethnic claim. However, a member of the group, the Mistikos was perceuted and fought with them on ethnic grounds. As such, whites were given the initiator point and a claim was given to the Miskitos. There was no evidence of Sumu involvement.","POWERLESS",1,0,0,"Nicaragua",1,3,0,0,3,0.86,0.127,1,0,0.86,0,0.7396,0.009329,0.871327254305978,0.128672745694022,0,0,0.127,0.128672745694022
277,"Anti-Bhutto",1977,"Pakistan",770,1,1,"Pakistan National Alliance",0,0,"Punjabi",77005000,1,1,0,"EPR; Wikipedia; Pakistan: A Modern History; Story of Pakistan","This is a nonethnic conflict known as Operation Fair Play in which Zia-ul-Haq, a general in the Pakistan army overthrew Prime Minister Zulifkar Ali Bhutto. Due to its non ethnic nature I went with the highest ethnic group.","SENIOR PARTNER",1,0,0,"Pakistan",2,5,0,3,2,0.7,0.278,0,2,0,0.7,0.3332,0.03006,0.715746421267894,0.284253578732106,0.048,0.049079754601227,0.23,0.235173824130879
278,"Anti-Zia al-Haq",1986,"Pakistan",770,1,2,"Pakistan Peopleâ€™s Party
 Movement for Restoration of Democracy",0,0,"Sindhi",77006000,1,1,0,"https://www.nytimes.com/1986/08/18/world/the-unrest-in-pakistan.html, Swarthmore GNAD","NAVCO codes as not ethnically diverse and Swarthmore identifies Movement for Restoration of Democracy, PPP as primarily Sindhi","POWERLESS",0,0,0,"Pakistan",3,5,0,3,2,0.79,0.195,0,3,0,0.79,0.3425,0.020809,0.802030456852792,0.197969543147208,0.025,0.0253807106598985,0.17,0.17258883248731
279,"People Power III",2001,"Philippines",840,1,1,"Iglesia ni Cristo (INC)",0,0,"Christian lowlanders",84001000,1,1,0,"Wall Street Journal; New York Times","This conflict is the Filippino Revolution that overthrew Jose Estrada's government. Research did not point to any strong ethnic group involvement or claims. Thus rule 2 was followed.","DOMINANT",1,0,0,"Philippines",1,2,0,0,2,0.859,0.126,1,0,0.859,0,0.737881,0.008226,0.859,0.126,0,0,0.126,0.126
280,"South Vietnam Anti-Military Govt",1964,"South Vietnam",817,1,0,"",0,1,"Kinh (Vietnamese)",81602000,1,1,0,"New York Times; Enccyclopedia of Vietnam War; Articles","This was difficult to find information on. Most of which I had to dig for specific articles and books. However, it does seem that this case is not ethnically motivated and it involved the powerful group in Vietnam, the Kinh (Vietnamese).","DOMINANT",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,"Swaziland Anti-Monarchy Protests",2011,"Swaziland",572,1,4,"People's United Democratic Movement
 Swaziland Youth Congress
 Swaziland National Association of Teachers
 Labour Coordinating Council",0,0,"Swazi",57201000,1,1,0,"EPR; BBC","EPR listed this region as ethnically homogenous. As such, rule 1 was followed when no subsequent research gave any other evidence.","IRRELEVANT",0,0,0,"Swaziland (Eswatini)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,"Syrian Civil Conflict",2011,"Syria",652,1,3,"Syrian National Council
 Free Syrian Army
 Free Officers Movement",1,1,"Sunni Arabs",65202000,1,1,1,"Al-Jazeera; BBC; NY Times; Al-Masdur; ARA News; Human Rights Watch, CBS; Middle East Monitor","The Syrian Civil War seems to be including all aspects of Syrian ethnic groups. It seems that Sunni Arabs and Kurds are both making ethnic claims while Christians and Druze are split between waring factions. As such, rule 4 was followed claims given to Kurds and Sunnis and not to dominant Alawi or Christians/Druze.","POWERLESS",1,0,0,"Syria",1,4,0,1,3,0.13,0.86,1,0,0.13,0,0.0169,0.4398,0.131313131313131,0.868686868686869,0.08,0.0808080808080808,0.78,0.787878787878788
282,"Syrian Civil Conflict",2011,"Syria",652,1,3,"Syrian National Council
 Free Syrian Army
 Free Officers Movement",1,1,"Druze",65201000,1,0,0,"Al-Jazeera; BBC; NY Times; Al-Masdur; ARA News; Human Rights Watch, CBS; Middle East Monitor","The Syrian Civil War seems to be including all aspects of Syrian ethnic groups. It seems that Sunni Arabs and Kurds are both making ethnic claims while Christians and Druze are split between waring factions. As such, rule 4 was followed claims given to Kurds and Sunnis and not to dominant Alawi or Christians/Druze.","POWERLESS",1,0,0,"Syria",1,4,0,1,3,0.13,0.86,1,0,0.13,0,0.0169,0.4398,0.131313131313131,0.868686868686869,0.08,0.0808080808080808,0.78,0.787878787878788
282,"Syrian Civil Conflict",2011,"Syria",652,1,3,"Syrian National Council
 Free Syrian Army
 Free Officers Movement",1,1,"Alawi",65203000,1,0,0,"Al-Jazeera; BBC; NY Times; Al-Masdur; ARA News; Human Rights Watch, CBS; Middle East Monitor","The Syrian Civil War seems to be including all aspects of Syrian ethnic groups. It seems that Sunni Arabs and Kurds are both making ethnic claims while Christians and Druze are split between waring factions. As such, rule 4 was followed claims given to Kurds and Sunnis and not to dominant Alawi or Christians/Druze.","DOMINANT",1,0,0,"Syria",1,4,0,1,3,0.13,0.86,1,0,0.13,0,0.0169,0.4398,0.131313131313131,0.868686868686869,0.08,0.0808080808080808,0.78,0.787878787878788
282,"Syrian Civil Conflict",2011,"Syria",652,1,3,"Syrian National Council
 Free Syrian Army
 Free Officers Movement",1,1,"Christians",65204000,1,0,0,"Al-Jazeera; BBC; NY Times; Al-Masdur; ARA News; Human Rights Watch, CBS; Middle East Monitor","The Syrian Civil War seems to be including all aspects of Syrian ethnic groups. It seems that Sunni Arabs and Kurds are both making ethnic claims while Christians and Druze are split between waring factions. As such, rule 4 was followed claims given to Kurds and Sunnis and not to dominant Alawi or Christians/Druze.","POWERLESS",1,0,0,"Syria",1,4,0,1,3,0.13,0.86,1,0,0.13,0,0.0169,0.4398,0.131313131313131,0.868686868686869,0.08,0.0808080808080808,0.78,0.787878787878788
282,"Syrian Civil Conflict",2011,"Syria",652,1,3,"Syrian National Council
 Free Syrian Army
 Free Officers Movement",1,1,"Kurds",65206000,1,0,1,"Al-Jazeera; BBC; NY Times; Al-Masdur; ARA News; Human Rights Watch, CBS; Middle East Monitor","The Syrian Civil War seems to be including all aspects of Syrian ethnic groups. It seems that Sunni Arabs and Kurds are both making ethnic claims while Christians and Druze are split between waring factions. As such, rule 4 was followed claims given to Kurds and Sunnis and not to dominant Alawi or Christians/Druze.","DISCRIMINATED",1,0,0,"Syria",1,4,0,1,3,0.13,0.86,1,0,0.13,0,0.0169,0.4398,0.131313131313131,0.868686868686869,0.08,0.0808080808080808,0.78,0.787878787878788
283,"Anti-Military Government Campaign",2007,"Thailand",800,1,1,"Democratic Alliance Against Dictatorship",0,0,"Thai",80003000,1,1,0,"Newsweek; Bangkok Post; Bloomberg; BBC News","Both this conflict and the one underneath it are smaller conflicts that were created from the Thai coup of 2005-2006 that ousted the Thai Rak Thai government. Both of which speak to a political corruption and not ethnic tension. As such, rule 2 was followed with both with no ethnic claims.","DOMINANT",1,0,0,"Thailand",1,3,0,1,2,0.815,0.065,1,0,0.815,0,0.664225,0.002625,0.815,0.065,0.05,0.05,0.015,0.015
284,"People's Alliance for Democracy Campaign",2008,"Thailand",800,1,2,"Peopleâ€™s Alliance for Democracy
 United Front of Democracy against Dictatorship",0,0,"Thai",80003000,1,1,0,"Newsweek; Bangkok Post; Bloomberg; BBC News","Both this conflict and the one underneath it are smaller conflicts that were created from the Thai coup of 2005-2006 that ousted the Thai Rak Thai government. Both of which speak to a political corruption and not ethnic tension. As such, rule 2 was followed with both with no ethnic claims.","DOMINANT",1,0,0,"Thailand",1,3,0,1,2,0.815,0.065,1,0,0.815,0,0.664225,0.002625,0.815,0.065,0.05,0.05,0.015,0.015
285,"Anti-Eyadema",1991,"Togo",461,1,11,"Democratic Opposition Front (FOD), composed of 11 distinct organization.",0,0,"Ewe (and related groups)",46101000,1,1,0,"EPR, Swarthmore","Political fault lines appear to match onto ethnicity in Togo with Eyadema being from Kabraya group and opposition from Ewe, but claims made about democracy generally, not in explicit ethnic terms","JUNIOR PARTNER",1,0,0,"Togo",2,0,0,0,0,0.71,0,0,2,0,0.71,0.2665,0,1,0,0,0,0,0
286,"Anti-Gnassingbe/Coup Crisis",2005,"Togo",461,1,6,"Union of Forces for Change (Union des Forces du Changement), supported by Alliance of Democrats for Integral Development (Alliance des DÃ©mocrates pour le DÃ©veloppement IntÃ©gral), Action Committee for Renewal (ComitÃ© d'Action pour la Renouveau), Democratic Convention of African Peoples (Convention DÃ©mocratique des Peoples Africains) and Socialist Pact for Renewal (Pacte Socialiste pour le Renouveau)
 
 Party for Renewal and Redemption (Parti pour le Renouveau et la RÃ©demption)
 
 Rally for the Support of Democracy and Development (Rassemblement pour le soutien de la dÃ©mocratie et du dÃ©veloppement)",0,0,"Ewe (and related groups)",46101000,1,1,0,"EPR; Refworld; New York Times; NBC News; Ghana Web; BBC; Affrol","Political fault lines appear to match onto ethnicity in Togo with Eyadema being from Kabraya group and opposition from Ewe, but claims made about democracy generally, not in explicit ethnic terms","POWERLESS",0,0,0,"Togo",1,1,0,0,1,0.27,0.44,1,0,0.27,0,0.0729,0.1936,0.380281690140845,0.619718309859155,0,0,0.44,0.619718309859155
287,"Students Union Protests",1990,"Ukraine",369,1,1,"Student Union",0,0,"Ukrainians",36502000,1,1,0,"Wikipedia; Ukrainian Archived papers","Attributed to Ukrainians in USSR (pre-Ukrainian independnece)","JUNIOR PARTNER",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,"Awami League Protests",2004,"Bangladesh",771,1,6,"Shopowners Association
 Bangladesh Sarak Pari-bahan Sramik Union
 Bangladesh Jubo Union
 Chhatra Student Union
 Bangladesh Krishak Sramik Mukti Andolon
 Samajtantrik Sramik Jote",0,1,"Bengali Hindus",77101000,1,0,0,"Dhaka Tribune, Bangladesh News, BBC","This speaks to the 2004 Grenade Attacks on the primary party in Bangladesh. Those that committed it were members of a fundamentalist muslim group. While the claims were geared towards revision, it was a similar ethnic muslim group attacking the same majority group for the sake of social reform, not ethnic reform or justice. As such 0 claim and rule 2 was followed.","DISCRIMINATED",1,0,0,"Bangladesh",1,3,0,3,0,0.895,0.112,1,0,0.895,0,0.801025,0.010104,0.888778550148957,0.111221449851043,0.112,0.111221449851043,0,0
288,"Awami League Protests",2004,"Bangladesh",771,1,6,"Shopowners Association
 Bangladesh Sarak Pari-bahan Sramik Union
 Bangladesh Jubo Union
 Chhatra Student Union
 Bangladesh Krishak Sramik Mukti Andolon
 Samajtantrik Sramik Jote",0,1,"Bengali Muslims",77102000,1,1,0,"Dhaka Tribune, Bangladesh News, BBC","This speaks to the 2004 Grenade Attacks on the primary party in Bangladesh. Those that committed it were members of a fundamentalist muslim group. While the claims were geared towards revision, it was a similar ethnic muslim group attacking the same majority group for the sake of social reform, not ethnic reform or justice. As such 0 claim and rule 2 was followed.","DOMINANT",1,0,0,"Bangladesh",1,3,0,3,0,0.895,0.112,1,0,0.895,0,0.801025,0.010104,0.888778550148957,0.111221449851043,0.112,0.111221449851043,0,0
289,"Anti-Siles Zuazo",1984,"Bolivia",145,1,11,"Central Workers Union (Central Obrera Boliviana, COB),
 Associated Miners' Union (FederaciÃ³n de Sindicatos de Trabajadores Mineros de Bolivia, FSTMB), Unified Revolutionary Directorate (DirecciÃ³n Revolucionaria Unificada, DRU), 
 Revolutionary Left Movement (Movimiento de Izquierda Revolucionario, MIR)
 Confederation of Peasant Workers of Bolivia (ConfederaciÃ³n Sindical Ãšnica de Trabajadores Campesinos de Bolivia, CSUTCB), 
 Bolivian Communist Party (Partido Comunista de Bolivia, PCB)
 Historical Revolutionary Nationalist Movement (Movimiento Nacionalista Revolucionario HistÃ³rico, MNRH), 
 Nationalist Democratic Action (AcciÃ³n DemocrÃ¡tica Nacionalista, and),
  Bolivian Congress, 
 Catholic Church, Bolivian Episcopal Conference,",0,1,"Whites/mestizos",14504000,1,1,0,"New York Times; Libcom; Swarthmore Database","This conflict is about the overthrowing of President Zuazo by the Workers Unions in Bolivia. Overall it points to no ethnic conflict as it seems to be more focused on workers rights. Whites were coded as initators with no ethnic claim.","DOMINANT",1,0,0,"Bolivia",1,3,0,0,3,0.41,0.59,1,0,0.41,0,0.1681,0.1595,0.41,0.59,0,0,0.59,0.59
